<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.05.31	16:00:00	1.08802	1.08808	1.08397	1.08473	21119	0	2
2024.05.31	20:00:00	1.08474	1.08527	1.08406	1.08496	7716	0	2
2024.06.03	00:00:00	1.08464	1.08576	1.08440	1.08564	4115	0	2
2024.06.03	04:00:00	1.08563	1.08587	1.08491	1.08518	5074	0	2
2024.06.03	08:00:00	1.08518	1.08586	1.08334	1.08401	11413	0	2
2024.06.03	12:00:00	1.08402	1.08499	1.08277	1.08442	12686	0	2
2024.06.03	16:00:00	1.08442	1.08905	1.08442	1.08851	18971	0	2
2024.06.03	20:00:00	1.08851	1.09030	1.08813	1.09025	7548	0	2
2024.06.04	00:00:00	1.09024	1.09160	1.09003	1.09128	4218	0	2
2024.06.04	04:00:00	1.09128	1.09137	1.09052	1.09093	5009	0	2
2024.06.04	08:00:00	1.09092	1.09107	1.08739	1.08809	13242	0	2
2024.06.04	12:00:00	1.08808	1.08820	1.08588	1.08645	15467	0	2
2024.06.04	16:00:00	1.08645	1.08835	1.08620	1.08803	19593	0	2
2024.06.04	20:00:00	1.08802	1.08877	1.08780	1.08787	8711	0	2
2024.06.05	00:00:00	1.08805	1.08862	1.08773	1.08842	3333	0	2
2024.06.05	04:00:00	1.08841	1.08861	1.08766	1.08806	5076	0	2
2024.06.05	08:00:00	1.08807	1.08823	1.08700	1.08758	9847	0	2
2024.06.05	12:00:00	1.08758	1.08842	1.08599	1.08839	11340	0	2
2024.06.05	16:00:00	1.08838	1.08915	1.08544	1.08644	19833	0	2
2024.06.05	20:00:00	1.08645	1.08773	1.08605	1.08692	6213	0	2
2024.06.06	00:00:00	1.08704	1.08824	1.08676	1.08820	3343	0	2
2024.06.06	04:00:00	1.08821	1.08958	1.08819	1.08871	6481	0	2
2024.06.06	08:00:00	1.08871	1.08882	1.08711	1.08772	9550	0	2
2024.06.06	12:00:00	1.08772	1.09018	1.08619	1.08816	13214	0	2
2024.06.06	16:00:00	1.08815	1.08912	1.08718	1.08819	16242	0	2
2024.06.06	20:00:00	1.08818	1.08943	1.08809	1.08895	6834	0	2
2024.06.07	00:00:00	1.08904	1.08932	1.08867	1.08895	3262	0	2
2024.06.07	04:00:00	1.08896	1.08979	1.08871	1.08953	5766	0	2
2024.06.07	08:00:00	1.08953	1.08984	1.08831	1.08890	11022	0	2
2024.06.07	12:00:00	1.08886	1.09018	1.08239	1.08332	16944	0	2
2024.06.07	16:00:00	1.08331	1.08357	1.08032	1.08052	21527	0	2
2024.06.07	20:00:00	1.08051	1.08071	1.07996	1.08020	8674	0	2
2024.06.10	00:00:00	1.07685	1.07817	1.07637	1.07778	6276	0	2
2024.06.10	04:00:00	1.07779	1.07799	1.07480	1.07542	5670	0	2
2024.06.10	08:00:00	1.07543	1.07681	1.07478	1.07567	13924	0	2
2024.06.10	12:00:00	1.07566	1.07603	1.07328	1.07413	12666	0	2
2024.06.10	16:00:00	1.07412	1.07588	1.07330	1.07539	13845	0	2
2024.06.10	20:00:00	1.07539	1.07656	1.07502	1.07649	7121	0	2
2024.06.11	00:00:00	1.07641	1.07681	1.07561	1.07636	3766	0	2
2024.06.11	04:00:00	1.07637	1.07705	1.07623	1.07684	5824	0	2
2024.06.11	08:00:00	1.07683	1.07734	1.07434	1.07452	11452	0	2
2024.06.11	12:00:00	1.07450	1.07564	1.07236	1.07322	17006	0	2
2024.06.11	16:00:00	1.07321	1.07389	1.07194	1.07373	14979	0	2
2024.06.11	20:00:00	1.07373	1.07494	1.07366	1.07401	6829	0	2
2024.06.12	00:00:00	1.07374	1.07429	1.07348	1.07360	3459	0	2
2024.06.12	04:00:00	1.07361	1.07432	1.07345	1.07367	4831	0	2
2024.06.12	08:00:00	1.07366	1.07539	1.07355	1.07465	9019	0	2
2024.06.12	12:00:00	1.07465	1.08300	1.07440	1.08265	9132	0	2
2024.06.12	16:00:00	1.08258	1.08522	1.08175	1.08440	12351	0	2
2024.06.12	20:00:00	1.08439	1.08457	1.08036	1.08096	14048	0	2
2024.06.13	00:00:00	1.08078	1.08156	1.08062	1.08128	2856	0	2
2024.06.13	04:00:00	1.08128	1.08157	1.08030	1.08038	4019	0	2
2024.06.13	08:00:00	1.08037	1.08164	1.08004	1.08061	6978	0	2
2024.06.13	12:00:00	1.08061	1.08161	1.07805	1.07933	9592	0	2
2024.06.13	16:00:00	1.07937	1.08076	1.07328	1.07351	12591	0	2
2024.06.13	20:00:00	1.07352	1.07440	1.07351	1.07387	4872	0	2
2024.06.14	00:00:00	1.07372	1.07409	1.07351	1.07364	2456	0	2
2024.06.14	04:00:00	1.07363	1.07450	1.07350	1.07363	4185	0	2
2024.06.14	08:00:00	1.07362	1.07373	1.06898	1.06919	9722	0	2
2024.06.14	12:00:00	1.06915	1.07058	1.06716	1.06891	12910	0	2
2024.06.14	16:00:00	1.06893	1.07018	1.06676	1.07004	11572	0	2
2024.06.14	20:00:00	1.07005	1.07075	1.06945	1.07058	4410	0	2
2024.06.17	00:00:00	1.07029	1.07091	1.06998	1.07039	3211	0	2
2024.06.17	04:00:00	1.07039	1.07055	1.06988	1.07042	3775	0	2
2024.06.17	08:00:00	1.07040	1.07122	1.06863	1.07071	9813	0	2
2024.06.17	12:00:00	1.07074	1.07177	1.07020	1.07137	8249	0	2
2024.06.17	16:00:00	1.07138	1.07278	1.07117	1.07252	8997	0	2
2024.06.17	20:00:00	1.07250	1.07378	1.07233	1.07340	4237	0	2
2024.06.18	00:00:00	1.07326	1.07411	1.07305	1.07361	2440	0	2
2024.06.18	04:00:00	1.07363	1.07367	1.07202	1.07215	4096	0	2
2024.06.18	08:00:00	1.07214	1.07352	1.07148	1.07193	7650	0	2
2024.06.18	12:00:00	1.07194	1.07340	1.07099	1.07312	8841	0	2
2024.06.18	16:00:00	1.07311	1.07614	1.07300	1.07393	10612	0	2
2024.06.18	20:00:00	1.07394	1.07433	1.07320	1.07392	5173	0	2
2024.06.19	00:00:00	1.07381	1.07411	1.07364	1.07374	1862	0	2
2024.06.19	04:00:00	1.07373	1.07424	1.07352	1.07359	2873	0	2
2024.06.19	08:00:00	1.07358	1.07417	1.07247	1.07403	7536	0	2
2024.06.19	12:00:00	1.07402	1.07533	1.07325	1.07458	7359	0	2
2024.06.19	16:00:00	1.07464	1.07508	1.07409	1.07472	4176	0	2
2024.06.19	20:00:00	1.07471	1.07472	1.07425	1.07443	792	0	2
2024.06.20	00:00:00	1.07438	1.07488	1.07427	1.07461	1975	0	2
2024.06.20	04:00:00	1.07461	1.07480	1.07389	1.07426	3384	0	2
2024.06.20	08:00:00	1.07427	1.07433	1.07125	1.07169	6740	0	2
2024.06.20	12:00:00	1.07172	1.07321	1.07128	1.07189	8828	0	2
2024.06.20	16:00:00	1.07190	1.07306	1.07033	1.07071	9595	0	2
2024.06.20	20:00:00	1.07071	1.07178	1.07018	1.07023	5124	0	2
2024.06.21	00:00:00	1.07017	1.07076	1.07012	1.07065	2153	0	2
2024.06.21	04:00:00	1.07065	1.07185	1.07050	1.07184	3495	0	2
2024.06.21	08:00:00	1.07183	1.07206	1.06709	1.06909	8832	0	2
2024.06.21	12:00:00	1.06907	1.06980	1.06765	1.06947	8101	0	2
2024.06.21	16:00:00	1.06947	1.06976	1.06779	1.06921	10449	0	2
2024.06.21	20:00:00	1.06917	1.06968	1.06906	1.06929	4051	0	2
2024.06.24	00:00:00	1.06894	1.06956	1.06848	1.06918	2363	0	2
2024.06.24	04:00:00	1.06917	1.06946	1.06836	1.06946	3985	0	2
2024.06.24	08:00:00	1.06947	1.07178	1.06946	1.07135	6723	0	2
2024.06.24	12:00:00	1.07133	1.07358	1.07131	1.07346	8788	0	2
2024.06.24	16:00:00	1.07346	1.07463	1.07233	1.07278	10242	0	2
2024.06.24	20:00:00	1.07277	1.07383	1.07219	1.07348	5481	0	2
2024.06.25	00:00:00	1.07319	1.07356	1.07307	1.07340	2433	0	2
2024.06.25	04:00:00	1.07339	1.07400	1.07322	1.07394	4471	0	2
2024.06.25	08:00:00	1.07395	1.07442	1.07209	1.07342	8169	0	2
2024.06.25	12:00:00	1.07337	1.07353	1.07021	1.07050	8948	0	2
2024.06.25	16:00:00	1.07051	1.07131	1.06906	1.07046	9941	0	2
2024.06.25	20:00:00	1.07047	1.07176	1.07044	1.07131	4576	0	2
2024.06.26	00:00:00	1.07086	1.07151	1.07062	1.07114	2702	0	2
2024.06.26	04:00:00	1.07113	1.07179	1.07074	1.07104	4953	0	2
2024.06.26	08:00:00	1.07105	1.07113	1.06852	1.06948	8025	0	2
2024.06.26	12:00:00	1.06949	1.06995	1.06769	1.06770	9722	0	2
2024.06.26	16:00:00	1.06766	1.06957	1.06659	1.06820	13426	0	2
2024.06.26	20:00:00	1.06820	1.06908	1.06750	1.06793	5391	0	2
2024.06.27	00:00:00	1.06796	1.06821	1.06770	1.06781	3031	0	2
2024.06.27	04:00:00	1.06782	1.06948	1.06777	1.06942	4302	0	2
2024.06.27	08:00:00	1.06941	1.06991	1.06805	1.06879	10466	0	2
2024.06.27	12:00:00	1.06880	1.07220	1.06873	1.07194	14652	0	2
2024.06.27	16:00:00	1.07195	1.07264	1.07002	1.07066	16031	0	2
2024.06.27	20:00:00	1.07066	1.07084	1.07013	1.07033	6719	0	2
2024.06.28	00:00:00	1.07041	1.07109	1.06974	1.06976	3762	0	2
2024.06.28	04:00:00	1.06975	1.06990	1.06853	1.06866	7896	0	2
2024.06.28	08:00:00	1.06867	1.07040	1.06860	1.06979	10855	0	2
2024.06.28	12:00:00	1.06978	1.07194	1.06919	1.07048	14056	0	2
2024.06.28	16:00:00	1.07046	1.07221	1.06924	1.07159	22758	0	2
2024.06.28	20:00:00	1.07159	1.07247	1.07060	1.07130	8583	0	2
2024.07.01	00:00:00	1.07418	1.07496	1.07325	1.07457	6206	0	2
2024.07.01	04:00:00	1.07457	1.07613	1.07428	1.07549	9415	0	2
2024.07.01	08:00:00	1.07543	1.07764	1.07494	1.07684	14443	0	2
2024.07.01	12:00:00	1.07683	1.07686	1.07397	1.07482	12396	0	2
2024.07.01	16:00:00	1.07482	1.07697	1.07195	1.07314	19208	0	2
2024.07.01	20:00:00	1.07314	1.07426	1.07241	1.07397	6679	0	2
2024.07.02	00:00:00	1.07371	1.07410	1.07330	1.07347	4160	0	2
2024.07.02	04:00:00	1.07348	1.07364	1.07282	1.07295	5171	0	2
2024.07.02	08:00:00	1.07295	1.07358	1.07119	1.07208	12249	0	2
2024.07.02	12:00:00	1.07208	1.07335	1.07098	1.07316	11715	0	2
2024.07.02	16:00:00	1.07316	1.07467	1.07240	1.07320	19508	0	2
2024.07.02	20:00:00	1.07320	1.07473	1.07316	1.07455	5597	0	2
2024.07.03	00:00:00	1.07437	1.07545	1.07431	1.07480	3883	0	2
2024.07.03	04:00:00	1.07479	1.07479	1.07403	1.07424	4570	0	2
2024.07.03	08:00:00	1.07423	1.07636	1.07361	1.07581	10913	0	2
2024.07.03	12:00:00	1.07580	1.07784	1.07525	1.07745	12044	0	2
2024.07.03	16:00:00	1.07745	1.08167	1.07719	1.07958	19971	0	2
2024.07.03	20:00:00	1.07957	1.07959	1.07780	1.07885	4912	0	2
2024.07.04	00:00:00	1.07828	1.07938	1.07826	1.07925	3284	0	2
2024.07.04	04:00:00	1.07926	1.07950	1.07835	1.07865	4373	0	2
2024.07.04	08:00:00	1.07863	1.08031	1.07848	1.08018	10177	0	2
2024.07.04	12:00:00	1.08017	1.08030	1.07939	1.07970	8901	0	2
2024.07.04	16:00:00	1.07970	1.08137	1.07947	1.08121	7533	0	2
2024.07.04	20:00:00	1.08120	1.08136	1.08106	1.08115	1534	0	3
2024.07.05	00:00:00	1.08116	1.08180	1.08092	1.08147	3493	0	2
2024.07.05	04:00:00	1.08147	1.08244	1.08139	1.08219	5475	0	2
2024.07.05	08:00:00	1.08220	1.08305	1.08164	1.08281	9030	0	2
2024.07.05	12:00:00	1.08280	1.08421	1.07974	1.08296	14226	0	2
2024.07.05	16:00:00	1.08295	1.08342	1.08105	1.08256	20462	0	2
2024.07.05	20:00:00	1.08255	1.08427	1.08248	1.08391	5856	0	2
2024.07.08	00:00:00	1.08040	1.08330	1.08040	1.08215	5669	0	2
2024.07.08	04:00:00	1.08216	1.08363	1.08200	1.08286	5987	0	2
2024.07.08	08:00:00	1.08287	1.08429	1.08146	1.08384	13699	0	2
2024.07.08	12:00:00	1.08383	1.08445	1.08235	1.08436	12487	0	2
2024.07.08	16:00:00	1.08437	1.08450	1.08284	1.08324	12834	0	2
2024.07.08	20:00:00	1.08323	1.08335	1.08223	1.08233	4939	0	2
2024.07.09	00:00:00	1.08242	1.08333	1.08239	1.08270	3014	0	2
2024.07.09	04:00:00	1.08269	1.08313	1.08191	1.08294	5184	0	2
2024.07.09	08:00:00	1.08295	1.08307	1.08151	1.08224	9629	0	2
2024.07.09	12:00:00	1.08224	1.08284	1.08120	1.08156	10778	0	2
2024.07.09	16:00:00	1.08157	1.08281	1.08053	1.08100	18535	0	2
2024.07.09	20:00:00	1.08101	1.08165	1.08064	1.08146	6696	0	2
2024.07.10	00:00:00	1.08135	1.08167	1.08112	1.08122	2874	0	2
2024.07.10	04:00:00	1.08121	1.08211	1.08108	1.08184	4916	0	2
2024.07.10	08:00:00	1.08185	1.08249	1.08118	1.08154	9484	0	2
2024.07.10	12:00:00	1.08153	1.08282	1.08133	1.08270	10385	0	2
2024.07.10	16:00:00	1.08269	1.08288	1.08198	1.08269	14072	0	2
2024.07.10	20:00:00	1.08269	1.08297	1.08173	1.08291	5777	0	2
2024.07.11	00:00:00	1.08265	1.08367	1.08261	1.08351	3047	0	2
2024.07.11	04:00:00	1.08350	1.08401	1.08324	1.08363	4218	0	2
2024.07.11	08:00:00	1.08364	1.08479	1.08321	1.08473	9056	0	2
2024.07.11	12:00:00	1.08472	1.08998	1.08431	1.08871	15616	0	2
2024.07.11	16:00:00	1.08868	1.08989	1.08640	1.08667	27252	0	2
2024.07.11	20:00:00	1.08668	1.08700	1.08597	1.08672	9047	0	2
2024.07.12	00:00:00	1.08656	1.08745	1.08640	1.08698	7359	0	2
2024.07.12	04:00:00	1.08697	1.08722	1.08634	1.08697	5882	0	2
2024.07.12	08:00:00	1.08699	1.08871	1.08617	1.08868	10825	0	2
2024.07.12	12:00:00	1.08867	1.08928	1.08739	1.08904	15205	0	2
2024.07.12	16:00:00	1.08905	1.09109	1.08868	1.09046	20089	0	2
2024.07.12	20:00:00	1.09045	1.09113	1.09009	1.09048	6567	0	2
2024.07.15	00:00:00	1.08840	1.08935	1.08832	1.08883	6991	0	2
2024.07.15	04:00:00	1.08883	1.08956	1.08859	1.08936	5873	0	2
2024.07.15	08:00:00	1.08935	1.09093	1.08838	1.09082	13047	0	2
2024.07.15	12:00:00	1.09083	1.09203	1.09020	1.09073	16593	0	2
2024.07.15	16:00:00	1.09073	1.09223	1.08999	1.09062	19915	0	2
2024.07.15	20:00:00	1.09063	1.09064	1.08931	1.08952	12665	0	2
2024.07.16	00:00:00	1.08913	1.08985	1.08908	1.08913	4286	0	2
2024.07.16	04:00:00	1.08914	1.08945	1.08886	1.08922	5889	0	2
2024.07.16	08:00:00	1.08923	1.09027	1.08835	1.09003	13715	0	2
2024.07.16	12:00:00	1.09004	1.09054	1.08756	1.08805	18855	0	2
2024.07.16	16:00:00	1.08806	1.08891	1.08715	1.08888	19068	0	2
2024.07.16	20:00:00	1.08888	1.09028	1.08877	1.08990	7799	0	2
2024.07.17	00:00:00	1.08993	1.09030	1.08958	1.08975	4285	0	2
2024.07.17	04:00:00	1.08975	1.09069	1.08955	1.09029	5819	0	2
2024.07.17	08:00:00	1.09029	1.09438	1.08950	1.09419	19815	0	2
2024.07.17	12:00:00	1.09419	1.09450	1.09289	1.09424	19682	0	2
2024.07.17	16:00:00	1.09424	1.09480	1.09236	1.09296	22366	0	2
2024.07.17	20:00:00	1.09296	1.09402	1.09282	1.09396	9038	0	2
2024.07.18	00:00:00	1.09390	1.09411	1.09365	1.09370	5033	0	2
2024.07.18	04:00:00	1.09370	1.09390	1.09316	1.09335	8269	0	2
2024.07.18	08:00:00	1.09335	1.09387	1.09260	1.09306	16143	0	2
2024.07.18	12:00:00	1.09306	1.09369	1.09237	1.09284	15004	0	2
2024.07.18	16:00:00	1.09285	1.09290	1.09049	1.09159	24468	0	2
2024.07.18	20:00:00	1.09159	1.09165	1.08936	1.08957	12226	0	2
2024.07.19	00:00:00	1.08973	1.09018	1.08908	1.08920	5435	0	2
2024.07.19	04:00:00	1.08921	1.08947	1.08861	1.08870	7226	0	2
2024.07.19	08:00:00	1.08870	1.08907	1.08760	1.08790	17470	0	2
2024.07.19	12:00:00	1.08790	1.08940	1.08774	1.08889	15886	0	2
2024.07.19	16:00:00	1.08888	1.08912	1.08792	1.08849	18183	0	2
2024.07.19	20:00:00	1.08850	1.08854	1.08756	1.08818	9122	0	2
2024.07.22	00:00:00	1.08832	1.09028	1.08820	1.08938	6923	0	2
2024.07.22	04:00:00	1.08939	1.08953	1.08845	1.08875	7088	0	2
2024.07.22	08:00:00	1.08874	1.08926	1.08787	1.08880	16434	0	2
2024.07.22	12:00:00	1.08881	1.08954	1.08749	1.08782	14923	0	2
2024.07.22	16:00:00	1.08781	1.08868	1.08731	1.08862	18133	0	2
2024.07.22	20:00:00	1.08863	1.08918	1.08858	1.08906	7044	0	2
2024.07.23	00:00:00	1.08871	1.08925	1.08869	1.08897	4976	0	2
2024.07.23	04:00:00	1.08896	1.08967	1.08874	1.08908	7052	0	2
2024.07.23	08:00:00	1.08908	1.08912	1.08679	1.08777	14203	0	2
2024.07.23	12:00:00	1.08779	1.08785	1.08548	1.08559	16628	0	2
2024.07.23	16:00:00	1.08559	1.08579	1.08438	1.08532	16599	0	2
2024.07.23	20:00:00	1.08533	1.08566	1.08492	1.08556	7993	0	2
2024.07.24	00:00:00	1.08535	1.08544	1.08457	1.08467	3976	0	2
2024.07.24	04:00:00	1.08467	1.08502	1.08416	1.08469	8272	0	2
2024.07.24	08:00:00	1.08469	1.08537	1.08256	1.08349	17430	0	2
2024.07.24	12:00:00	1.08349	1.08593	1.08323	1.08582	14656	0	2
2024.07.24	16:00:00	1.08583	1.08665	1.08474	1.08510	22225	0	2
2024.07.24	20:00:00	1.08511	1.08551	1.08358	1.08390	9392	0	2
2024.07.25	00:00:00	1.08396	1.08420	1.08349	1.08396	6017	0	2
2024.07.25	04:00:00	1.08396	1.08440	1.08362	1.08400	10445	0	2
2024.07.25	08:00:00	1.08400	1.08577	1.08282	1.08460	22224	0	2
2024.07.25	12:00:00	1.08459	1.08589	1.08361	1.08498	23574	0	2
2024.07.25	16:00:00	1.08498	1.08647	1.08302	1.08621	30876	0	2
2024.07.25	20:00:00	1.08622	1.08699	1.08434	1.08454	13327	0	2
2024.07.26	00:00:00	1.08451	1.08553	1.08436	1.08539	4346	0	2
2024.07.26	04:00:00	1.08538	1.08606	1.08519	1.08583	6654	0	2
2024.07.26	08:00:00	1.08583	1.08606	1.08421	1.08514	12179	0	2
2024.07.26	12:00:00	1.08514	1.08655	1.08478	1.08606	15176	0	2
2024.07.26	16:00:00	1.08606	1.08682	1.08514	1.08652	20653	0	2
2024.07.26	20:00:00	1.08652	1.08654	1.08552	1.08552	7982	0	2
2024.07.29	00:00:00	1.08567	1.08667	1.08512	1.08635	6056	0	2
2024.07.29	04:00:00	1.08634	1.08700	1.08582	1.08590	7230	0	2
2024.07.29	08:00:00	1.08589	1.08629	1.08317	1.08322	15095	0	2
2024.07.29	12:00:00	1.08321	1.08420	1.08149	1.08160	13720	0	2
2024.07.29	16:00:00	1.08160	1.08237	1.08027	1.08214	16252	0	2
2024.07.29	20:00:00	1.08214	1.08259	1.08193	1.08217	7659	0	2
2024.07.30	00:00:00	1.08193	1.08237	1.08154	1.08170	3628	0	2
2024.07.30	04:00:00	1.08169	1.08251	1.08143	1.08240	5571	0	2
2024.07.30	08:00:00	1.08239	1.08346	1.08160	1.08286	14610	0	2
2024.07.30	12:00:00	1.08286	1.08359	1.08015	1.08019	13530	0	2
2024.07.30	16:00:00	1.08018	1.08166	1.07981	1.08138	21716	0	2
2024.07.30	20:00:00	1.08138	1.08175	1.08084	1.08147	10253	0	2
2024.07.31	00:00:00	1.08138	1.08200	1.08123	1.08199	5775	0	2
2024.07.31	04:00:00	1.08199	1.08303	1.08163	1.08255	12041	0	2
2024.07.31	08:00:00	1.08256	1.08275	1.08064	1.08228	21529	0	2
2024.07.31	12:00:00	1.08227	1.08478	1.08220	1.08408	15815	0	2
2024.07.31	16:00:00	1.08409	1.08494	1.08042	1.08093	24588	0	2
2024.07.31	20:00:00	1.08092	1.08330	1.08019	1.08260	29132	0	2
2024.08.01	00:00:00	1.08244	1.08310	1.08217	1.08276	5484	0	2
2024.08.01	04:00:00	1.08275	1.08354	1.08242	1.08267	11475	0	2
2024.08.01	08:00:00	1.08268	1.08298	1.07814	1.07842	19955	0	2
2024.08.01	12:00:00	1.07843	1.08084	1.07774	1.07965	18907	0	2
2024.08.01	16:00:00	1.07965	1.08175	1.07802	1.07862	23333	0	2
2024.08.01	20:00:00	1.07862	1.07956	1.07825	1.07896	15192	0	2
2024.08.02	00:00:00	1.07891	1.07934	1.07817	1.07910	8113	0	2
2024.08.02	04:00:00	1.07909	1.07987	1.07845	1.07975	9817	0	2
2024.08.02	08:00:00	1.07976	1.08153	1.07861	1.08145	24861	0	2
2024.08.02	12:00:00	1.08145	1.08970	1.08145	1.08910	26379	0	2
2024.08.02	16:00:00	1.08910	1.09265	1.08843	1.09120	42638	0	2
2024.08.02	20:00:00	1.09120	1.09167	1.09071	1.09108	18308	0	2
2024.08.05	00:00:00	1.09197	1.09226	1.09028	1.09167	15924	0	2
2024.08.05	04:00:00	1.09166	1.09398	1.09119	1.09325	26225	0	2
2024.08.05	08:00:00	1.09325	1.09751	1.08925	1.09510	64168	0	2
2024.08.05	12:00:00	1.09509	1.10089	1.09328	1.09911	40529	0	2
2024.08.05	16:00:00	1.09911	1.10032	1.09476	1.09598	58015	0	2
2024.08.05	20:00:00	1.09598	1.09644	1.09472	1.09501	24549	0	2
2024.08.06	00:00:00	1.09481	1.09631	1.09437	1.09627	14713	0	2
2024.08.06	04:00:00	1.09627	1.09630	1.09496	1.09520	18685	0	2
2024.08.06	08:00:00	1.09519	1.09550	1.09184	1.09277	38077	0	2
2024.08.06	12:00:00	1.09277	1.09277	1.09036	1.09051	28965	0	2
2024.08.06	16:00:00	1.09051	1.09348	1.09051	1.09278	34349	0	2
2024.08.06	20:00:00	1.09277	1.09337	1.09226	1.09279	19812	0	2
2024.08.07	00:00:00	1.09261	1.09317	1.09231	1.09296	10050	0	2
2024.08.07	04:00:00	1.09296	1.09304	1.09109	1.09115	18120	0	2
2024.08.07	08:00:00	1.09113	1.09280	1.09054	1.09187	26058	0	2
2024.08.07	12:00:00	1.09187	1.09266	1.09084	1.09218	20845	0	2
2024.08.07	16:00:00	1.09218	1.09366	1.09125	1.09222	23898	0	2
2024.08.07	20:00:00	1.09221	1.09271	1.09175	1.09219	19494	0	2
2024.08.08	00:00:00	1.09194	1.09340	1.09187	1.09280	10217	0	2
2024.08.08	04:00:00	1.09281	1.09377	1.09235	1.09315	14251	0	2
2024.08.08	08:00:00	1.09318	1.09452	1.09298	1.09370	21605	0	2
2024.08.08	12:00:00	1.09370	1.09395	1.08915	1.08976	22470	0	2
2024.08.08	16:00:00	1.08977	1.09148	1.08813	1.09087	30365	0	2
2024.08.08	20:00:00	1.09088	1.09191	1.09073	1.09183	13716	0	2
2024.08.09	00:00:00	1.09159	1.09196	1.09115	1.09130	6751	0	2
2024.08.09	04:00:00	1.09129	1.09244	1.09118	1.09201	9441	0	2
2024.08.09	08:00:00	1.09200	1.09291	1.09129	1.09176	16137	0	2
2024.08.09	12:00:00	1.09176	1.09259	1.09090	1.09118	15341	0	2
2024.08.09	16:00:00	1.09117	1.09313	1.09096	1.09187	17589	0	2
2024.08.09	20:00:00	1.09187	1.09236	1.09146	1.09157	10508	0	2
2024.08.12	00:00:00	1.09142	1.09197	1.09101	1.09182	4266	0	2
2024.08.12	04:00:00	1.09182	1.09231	1.09127	1.09189	5413	0	2
2024.08.12	08:00:00	1.09189	1.09285	1.09157	1.09207	12038	0	2
2024.08.12	12:00:00	1.09206	1.09298	1.09175	1.09200	10485	0	2
2024.08.12	16:00:00	1.09201	1.09393	1.09150	1.09228	20654	0	2
2024.08.12	20:00:00	1.09227	1.09349	1.09221	1.09307	9859	0	2
2024.08.13	00:00:00	1.09292	1.09365	1.09292	1.09299	4855	0	2
2024.08.13	04:00:00	1.09299	1.09394	1.09292	1.09393	5445	0	2
2024.08.13	08:00:00	1.09393	1.09410	1.09205	1.09234	12833	0	2
2024.08.13	12:00:00	1.09234	1.09465	1.09137	1.09408	16449	0	2
2024.08.13	16:00:00	1.09408	1.09740	1.09380	1.09723	22493	0	2
2024.08.13	20:00:00	1.09724	1.09995	1.09696	1.09936	14126	0	2
2024.08.14	00:00:00	1.09846	1.09983	1.09821	1.09919	6585	0	2
2024.08.14	04:00:00	1.09918	1.09965	1.09887	1.09928	8810	0	2
2024.08.14	08:00:00	1.09929	1.10200	1.09862	1.10193	14246	0	2
2024.08.14	12:00:00	1.10192	1.10353	1.10039	1.10168	18033	0	2
2024.08.14	16:00:00	1.10167	1.10474	1.10154	1.10183	20896	0	2
2024.08.14	20:00:00	1.10183	1.10185	1.10108	1.10123	8965	0	2
2024.08.15	00:00:00	1.10117	1.10158	1.10091	1.10095	3796	0	2
2024.08.15	04:00:00	1.10095	1.10121	1.10030	1.10117	7042	0	2
2024.08.15	08:00:00	1.10118	1.10154	1.10052	1.10062	9949	0	2
2024.08.15	12:00:00	1.10061	1.10142	1.09518	1.09566	15083	0	2
2024.08.15	16:00:00	1.09565	1.09895	1.09495	1.09779	23315	0	2
2024.08.15	20:00:00	1.09779	1.09799	1.09707	1.09712	8890	0	2
2024.08.16	00:00:00	1.09711	1.09770	1.09707	1.09756	4370	0	2
2024.08.16	04:00:00	1.09756	1.09825	1.09742	1.09820	6408	0	2
2024.08.16	08:00:00	1.09821	1.09897	1.09767	1.09808	10699	0	2
2024.08.16	12:00:00	1.09808	1.09950	1.09787	1.09937	12942	0	2
2024.08.16	16:00:00	1.09937	1.10045	1.09825	1.10037	17042	0	2
2024.08.16	20:00:00	1.10037	1.10296	1.10037	1.10268	8999	0	2
2024.08.19	00:00:00	1.10258	1.10360	1.10222	1.10302	6391	0	2
2024.08.19	04:00:00	1.10302	1.10418	1.10275	1.10398	8128	0	2
2024.08.19	08:00:00	1.10399	1.10505	1.10355	1.10372	15553	0	2
2024.08.19	12:00:00	1.10372	1.10444	1.10308	1.10388	13596	0	2
2024.08.19	16:00:00	1.10387	1.10740	1.10302	1.10734	20804	0	2
2024.08.19	20:00:00	1.10734	1.10863	1.10704	1.10850	8441	0	2
2024.08.20	00:00:00	1.10818	1.10875	1.10799	1.10818	5074	0	2
2024.08.20	04:00:00	1.10819	1.10872	1.10749	1.10769	8827	0	2
2024.08.20	08:00:00	1.10769	1.10888	1.10718	1.10797	15904	0	2
2024.08.20	12:00:00	1.10798	1.10987	1.10749	1.10982	15560	0	2
2024.08.20	16:00:00	1.10982	1.11191	1.10925	1.11148	27170	0	2
2024.08.20	20:00:00	1.11149	1.11300	1.11087	1.11291	10927	0	2
2024.08.21	00:00:00	1.11258	1.11327	1.11238	1.11278	6289	0	2
2024.08.21	04:00:00	1.11278	1.11281	1.11165	1.11190	7798	0	2
2024.08.21	08:00:00	1.11189	1.11289	1.11102	1.11185	14556	0	2
2024.08.21	12:00:00	1.11185	1.11299	1.11099	1.11248	14042	0	2
